,sna,tot,sbi,sarea,mday,ar,bemp,act
530,YouBike2.0_樂群二堤頂大道口,20,4,中山區,2023-05-28 13:48:15,堤頂大道二段382號(旁),15,1
542,YouBike2.0_新生長安路口,20,4,中山區,2023-05-28 13:59:15,新生北路一段/長安東路二段交叉口(北側),16,1
546,YouBike2.0_松江公園,25,2,中山區,2023-05-28 13:51:16,松江路/松江路84巷(西北側路側),23,1
547,YouBike2.0_新生長春路口,20,2,中山區,2023-05-28 13:53:16,新生北路二段/新生北路二段68巷交叉口(新生橋下),17,1
548,YouBike2.0_第二果菜批發市場,28,3,中山區,2023-05-28 13:59:15,民族東路410巷2弄18號(東側),23,1
549,YouBike2.0_民生建國路口,26,3,中山區,2023-05-28 13:58:15,民生東路三段 / 建國北路二段口,22,1
550,YouBike2.0_興安華城,62,2,中山區,2023-05-28 13:56:16,興安街53-4號對側,59,1
553,YouBike2.0_建國長春路口,16,0,中山區,2023-05-28 13:42:04,建國北路/長春路口(南側),13,1
554,YouBike2.0_南京建國路口,42,2,中山區,2023-05-28 13:36:15,南京東路二段/建國北路二段(北側),39,1
557,YouBike2.0_中吉公園,15,1,中山區,2023-05-28 13:32:14,松江路170巷20號對側,14,1
558,YouBike2.0_華山公園,19,3,中山區,2023-05-28 13:56:16,市民大道與長安東路一段52巷口,15,1
560,YouBike2.0_江寧公園,15,0,中山區,2023-05-28 13:47:04,合江街186號對側,14,1
562,YouBike2.0_捷運中山國小站(2號出口),59,3,中山區,2023-05-28 13:52:16,捷運中山國小站(2號出口)後方,55,1
563,YouBike2.0_捷運行天宮站(3號出口),42,3,中山區,2023-05-28 13:59:15,松江路261號前,38,1
567,YouBike2.0_新生德惠街口,15,0,中山區,2023-05-28 12:59:04,新生北路三段76號對側,15,1
568,YouBike2.0_民族林森路口,20,3,中山區,2023-05-28 13:59:15,民族東路17號前,15,1
571,YouBike2.0_新生高架停車場(林森北路107巷口),14,0,中山區,2023-05-28 13:32:04,新生北路一段與林森北路107巷口(新生高架橋下),12,1
572,YouBike2.0_南京林森路口(東南側),10,4,中山區,2023-05-28 13:58:15,南京東路一段86號前,5,1
573,YouBike2.0_仁德公園,18,0,中山區,2023-04-17 00:35:05,吉林路108巷與南京東路二段21巷口東南側,18,0
575,YouBike2.0_下埤公園,24,1,中山區,2023-05-28 13:57:04,民族東路512巷13弄4號,23,1
576,YouBike2.0_五常國中,16,1,中山區,2023-05-28 13:58:15,復興北路488巷2弄5號對側,14,1
577,YouBike2.0_榮星花園,38,1,中山區,2023-05-28 13:59:04,五常街77號對側,35,1
579,YouBike2.0_松江路431巷口,15,1,中山區,2023-05-28 13:24:04,松江路433號前,14,1
580,YouBike2.0_新喜公園,13,2,中山區,2023-05-28 13:58:15,德惠街170巷22號對側,10,1
584,YouBike2.0_中山公民會館,20,3,中山區,2023-05-28 13:46:16,中山北路二段128巷口,15,1
585,YouBike2.0_渭水八德路口,23,1,中山區,2023-05-28 12:52:04,渭水路54號對側,19,1
587,YouBike2.0_撫順公園,20,0,中山區,2023-05-28 13:57:04,中山北路三段2號對側,19,1
591,YouBike2.0_建國農安街口,35,1,中山區,2023-05-28 13:41:04,建國北路/農安街口(建國橋下),32,1
592,YouBike2.0_松江路77巷口,10,2,中山區,2023-05-28 13:59:15,松江路77巷口,8,1
593,YouBike2.0_建國長安路口,20,3,中山區,2023-05-28 12:47:13,建國北路一段與長安東路二段口北側,15,1
594,YouBike2.0_市民新生路口,15,3,中山區,2023-05-28 13:30:42,新生北路一段36號前,12,1
596,YouBike2.0_中山農安街口,17,3,中山區,2023-05-28 13:58:15,中山北路三段25號前,13,1
598,YouBike2.0_中吉公園(松江路188巷),22,0,中山區,2023-05-28 13:53:04,松江路188巷11號對側,22,1
599,YouBike2.0_吉林路123巷口,13,4,中山區,2023-05-28 13:59:15,吉林路125號前,9,1
600,YouBike2.0_中原民生路口,15,3,中山區,2023-05-28 13:48:15,民生東路二段33號旁,12,1
601,YouBike2.0_國立臺北大學(臺北校區),38,4,中山區,2023-05-28 13:59:15,民生東路三段67號前,34,1
602,YouBike2.0_錦州吉林路口,20,0,中山區,2023-05-28 13:47:04,錦州街174號前,20,1
604,YouBike2.0_永盛公園(民生東路一段23巷),24,0,中山區,2023-05-28 13:58:04,民生東路一段23巷/民生東路一段27巷口,24,1
605,YouBike2.0_新生錦州街口,20,0,中山區,2023-05-28 13:50:12,新生北路二段100號前,20,1
606,YouBike2.0_濱江街199巷口,15,4,中山區,2023-05-28 13:54:17,濱江街199巷(八號疏散門前),11,1
607,YouBike2.0_大佳社區公園,15,4,中山區,2023-05-28 13:21:15,濱江街154巷對側,11,1
610,YouBike2.0_復興北路514巷口東側,10,1,中山區,2023-05-28 13:42:15,復興北路514巷66號前側,8,1
611,YouBike2.0_台泥大樓,18,4,中山區,2023-05-28 13:59:15,中山北路二段113-133號前,12,1
612,YouBike2.0_植福樂群路口,10,2,中山區,2023-05-28 13:45:16,植福路/樂群三路(西北側),8,1
613,YouBike2.0_新興公園,20,1,中山區,2023-05-28 13:58:04,錦州街13巷/中山北路二段137巷口(東南側),19,1
614,YouBike2.0_南京伊通街口,11,0,中山區,2023-05-28 13:55:13,南京東路二段178-1號,11,1
615,YouBike2.0_南京龍江路口,15,4,中山區,2023-05-28 13:55:25,南京東路三段121號前,11,1
616,YouBike2.0_撫順街41巷(崇德宮前),19,4,中山區,2023-05-28 13:57:15,撫順街41巷1-7號對側,14,1
619,YouBike2.0_捷運松江南京站(4號出口),32,2,中山區,2023-05-28 13:58:15,松江路95-1至109號前方,30,1
620,YouBike2.0_中429公園,15,1,中山區,2023-05-28 13:53:16,敬業三路177巷南側,14,1
621,YouBike2.0_長春路137巷口,16,0,中山區,2023-05-28 12:51:04,民生東路二段134號前,16,1
622,YouBike2.0_松江民生路口,17,1,中山區,2023-05-28 13:56:04,松江路208號前,15,1
623,YouBike2.0_松江路132巷口,14,4,中山區,2023-05-28 13:52:16,吉林路100號對側,10,1
624,YouBike2.0_長春吉林路口,10,2,中山區,2023-05-28 13:52:16,長春路120號前,8,1
626,YouBike2.0_捷運松江南京站(8號出口),20,4,中山區,2023-05-28 13:59:15,南京東路二段101號前,16,1
627,YouBike2.0_南京一江街口,10,0,中山區,2023-05-28 13:43:04,南京東路二段85號前,10,1
628,YouBike2.0_松江長春路口,16,3,中山區,2023-05-28 13:56:16,松江路158號前,13,1
629,YouBike2.0_經國七海文化園區,15,4,中山區,2023-05-28 13:09:15,北安路301號前,11,1
631,YouBike2.0_新生農安街口,15,1,中山區,2023-05-28 13:56:16,新生北路三段與農安街口(高架橋下),14,1
632,YouBike2.0_稻江高級護理家事職業學校,14,4,中山區,2023-05-28 13:58:15,農安街77巷與農安街77巷1弄口,9,1
637,YouBike2.0_民權新生路口,26,0,中山區,2023-05-28 13:34:04,民權東路一段/新生北路三段(北側)(新生高架橋下),26,1
639,YouBike2.0_中山行政中心,24,2,中山區,2023-05-28 13:58:15,松江路/農安街口,20,1
641,YouBike2.0_劍潭社區_1,18,2,中山區,2023-05-28 13:39:15,通北街143號前,16,1
643,YouBike2.0_林森公園,25,3,中山區,2023-05-28 13:55:25,林森北路/南京東路一段,19,1
644,YouBike2.0_中428公園,15,4,中山區,2023-05-28 13:45:16,樂群二路30巷/樂群二路116巷61弄,11,1
646,YouBike2.0_新生民族路口(西南側),15,0,中山區,2023-05-28 13:28:04,新生北路三段/民族東路(西南側),15,1
647,YouBike2.0_捷運南京復興站(1號出口),21,3,中山區,2023-05-28 13:58:15,捷運南京復興站(1號出口)後方(遼寧街155巷),15,1
648,YouBike2.0_八德市場(北側),16,3,中山區,2023-05-28 13:51:16,建國南路一段/市民大道交叉口(北側),12,1
649,YouBike2.0_龍江朱崙街口,14,3,中山區,2023-05-28 13:56:16,龍江路/朱崙街口西北側,11,1
650,YouBike2.0_大直街94巷,15,4,中山區,2023-05-28 13:55:25,大直街94巷口,10,1
653,YouBike2.0_林森德惠街口,16,0,中山區,2023-05-28 13:58:15,德惠街11號東側,14,1
654,YouBike2.0_新生濱江街口(東南側),21,3,中山區,2023-05-28 13:41:24,新生北路三段/濱江街口(東南側),18,1
655,YouBike2.0_新生北路一段62巷口,20,1,中山區,2023-05-28 13:44:15,新生北路一段64號對側,19,1
660,YouBike2.0_長寧大廈社區(南側),15,2,中山區,2023-05-28 13:52:16,遼寧街201巷13號前,13,1
661,YouBike2.0_建國五常街口,20,0,中山區,2023-05-28 13:58:15,建國北路三段/五常街,20,1
662,YouBike2.0_中山北路二段62巷口,12,1,中山區,2023-05-28 13:55:13,中山北路二段66號前,11,1
663,YouBike2.0_市民安東街口,20,3,中山區,2023-05-28 13:34:15,市民大道三段179號前,17,1
666,YouBike2.0_北勢湖環保公園,15,4,內湖區,2023-05-28 13:51:16,內湖路一段66-72號前方公園,11,1
670,YouBike2.0_文湖街81巷10號西側,14,2,內湖區,2023-05-28 13:58:15,文湖街81巷10號西側,10,1
674,YouBike2.0_港華五號公園,16,0,內湖區,2023-05-28 13:52:04,環山路二段81號西北側,16,1
675,YouBike2.0_大湖國小,25,1,內湖區,2023-05-28 13:57:04,大湖山莊街/大湖山莊街176巷(東南側),22,1
676,YouBike2.0_安湖三號公園,12,4,內湖區,2023-05-28 13:56:16,東湖路113巷49弄3號北側,8,1
677,YouBike2.0_東湖路113巷95弄,10,0,內湖區,2023-05-28 12:11:04,東湖路113巷95弄13號西側,9,1
679,YouBike2.0_文德三號公園(江南街71巷16弄),15,4,內湖區,2023-05-28 13:58:15,瑞光路271號東南側,11,1
681,YouBike2.0_康寧星雲街口,12,4,內湖區,2023-05-28 13:42:15,康寧路一段116號,8,1
682,YouBike2.0_星雲街47號,15,1,內湖區,2023-05-28 13:56:04,星雲街47號南側,14,1
684,YouBike2.0_捷運西湖站(2號出口),12,4,內湖區,2023-05-28 13:53:16,內湖路一段291號(對面),8,1
686,YouBike2.0_港都公園,15,3,內湖區,2023-05-28 13:59:04,港華街57號(對面),12,1
687,YouBike2.0_環山路二段26巷口,29,0,內湖區,2023-05-28 13:59:04,環山路二段/環山路二段26巷(西南側),29,1
688,YouBike2.0_成功金龍路口,23,2,內湖區,2023-05-28 13:47:15,成功路四段188號,21,1
689,YouBike2.0_碧山公園,31,0,內湖區,2023-05-28 13:39:04,內湖路三段60巷28號東側,31,1
690,YouBike2.0_金瑞公園,20,1,內湖區,2023-05-28 13:59:15,金龍路203-8號北側,18,1
693,YouBike2.0_文德二號公園(南側),13,1,內湖區,2023-05-28 13:44:04,陽光街與陽光街68巷102弄口,12,1
694,YouBike2.0_文德二號公園(北側),15,1,內湖區,2023-05-28 13:56:16,文德路210巷12號對側,13,1
699,YouBike2.0_潭美國小(南京舊宗路口),16,1,內湖區,2023-05-28 13:46:16,行善路179號南側,15,1
701,YouBike2.0_週美里活動廣場,17,2,內湖區,2023-05-28 13:59:15,潭美街139號對側,15,1
702,YouBike2.0_內湖行政中心,25,1,內湖區,2023-05-28 13:53:16,民權東路六段99號(前),24,1
704,YouBike2.0_安康路32巷24弄,21,3,內湖區,2023-05-28 12:43:15,安康路32巷24弄22號,18,1
705,YouBike2.0_明美公園,18,4,內湖區,2023-05-28 13:40:24,石潭路27號南側,14,1
706,YouBike2.0_南京東路六段368巷,33,3,內湖區,2023-05-28 13:33:15,南京東路六段382號西南側,30,1
710,YouBike2.0_民權東路六段15巷,17,3,內湖區,2023-05-28 13:10:24,民權東路六段15巷29號,14,1
711,YouBike2.0_扶輪親恩公園,17,2,內湖區,2023-05-28 13:52:16,民權東路六段30號,14,1
721,YouBike2.0_碧湖公園,15,2,內湖區,2023-05-28 13:55:25,內湖路二段/內湖路二段103巷口(東北側),13,1
723,YouBike2.0_貿七社區,17,4,內湖區,2023-05-28 13:23:14,內湖路二段179巷48弄17號(旁),13,1
724,YouBike2.0_內湖區農會,12,4,內湖區,2023-05-28 13:53:16,內湖路二段334號(前),8,1
726,YouBike2.0_康寧金湖路口,14,3,內湖區,2023-05-28 13:41:24,康寧路一段273號(對面),11,1
727,YouBike2.0_康寧路一段156巷20弄口,17,0,內湖區,2023-05-28 12:56:04,康寧路一段156巷/康寧路一段156巷20弄(西側),17,1
731,YouBike2.0_捷運港墘站(2號出口),47,2,內湖區,2023-05-28 13:53:16,內湖路一段520號,43,1
733,YouBike2.0_石潭公園(安康路),20,1,內湖區,2023-05-28 11:23:04,安康路28號西北側,19,1
739,YouBike2.0_下灣公園,16,4,內湖區,2023-05-28 12:59:14,民權東路六段206巷/民權東路六段190巷75弄(西北側),12,1
746,YouBike2.0_星雲街138巷1弄口,15,2,內湖區,2023-05-28 13:42:15,星雲街138巷18號,12,1
747,YouBike2.0_東湖一號公園,10,0,內湖區,2023-05-28 13:48:04,康寧路三段189巷163弄13號東南側,10,1
748,YouBike2.0_東湖二號公園,15,0,內湖區,2023-05-28 13:48:04,康寧路三段99巷39弄70號東南側,14,1
750,YouBike2.0_堤頂大道新湖一路口,13,2,內湖區,2023-05-28 08:52:14,堤頂大道一段215號前,10,1
751,YouBike2.0_下灣公園(成功路),16,4,內湖區,2023-05-28 13:52:16,成功路二段189號北側,12,1
754,YouBike2.0_成功路四段41巷口,12,2,內湖區,2023-05-28 13:48:15,成功路四段41巷6號前側,10,1
755,YouBike2.0_金湖星雲街口,30,4,內湖區,2023-05-28 13:59:15,金湖路83號對側,26,1
760,YouBike2.0_內湖路二段179巷口,16,3,內湖區,2023-05-28 13:27:14,內湖路二段179巷242號對側,12,1
761,YouBike2.0_行善行愛路口,12,2,內湖區,2023-05-28 13:08:16,行善路243號(前),10,1
764,YouBike2.0_陽光街161巷口,16,3,內湖區,2023-05-28 13:39:15,陽光街161巷14號對側,13,1
765,YouBike2.0_潭美公園(南京東路六段368巷),18,3,內湖區,2023-05-28 13:51:16,南京東路六段366號對側,14,1
766,YouBike2.0_西康二號公園,21,2,內湖區,2023-05-28 13:51:16,文湖街60巷/環山路一段24巷(北側),19,1
767,YouBike2.0_三民國中(民權東路六段47巷),13,2,內湖區,2023-05-28 13:52:16,民權東路六段47巷6號對側,11,1
768,YouBike2.0_瑞光路76巷口,12,2,內湖區,2023-05-28 11:12:14,瑞光路102號前,10,1
770,YouBike2.0_新湖國小,12,2,內湖區,2023-05-28 13:55:25,民權東路六段/成功路二段320巷31弄(東南側),9,1
776,YouBike2.0_內湖路一段360巷,15,2,內湖區,2023-05-28 13:52:16,內湖路一段358號,13,1
777,YouBike2.0_成功路三段83號前,11,2,內湖區,2023-05-28 13:59:15,成功路三段83號前,9,1
778,YouBike2.0_內湖路一段47巷,16,4,內湖區,2023-05-28 13:55:25,內湖路一段47巷/內湖路一段47巷22弄,11,1
779,YouBike2.0_陽光舊宗路口,20,1,內湖區,2023-05-28 13:36:15,陽光街/舊宗路二段,19,1
780,YouBike2.0_安湖公園,8,0,內湖區,2023-05-28 08:26:04,東湖路113巷95弄/康寧路三段75巷,8,1
781,YouBike2.0_湖興公園,16,0,內湖區,2023-05-28 12:41:04,成功路二段250巷23弄/成功路二段312巷,15,1
782,YouBike2.0_安泰街(康樂橋下),15,3,內湖區,2023-05-28 11:29:15,安泰街(康樂橋下),12,1
783,YouBike2.0_康樂綠地,15,4,內湖區,2023-05-28 13:44:15,康樂街191巷/康樂街,11,1
785,YouBike2.0_明美公園(行善路333巷),16,3,內湖區,2023-05-28 13:46:16,行善路333巷92號前,13,1
786,YouBike2.0_行善路383巷,17,4,內湖區,2023-05-28 11:07:14,行善路383巷27號對側,12,1
788,YouBike2.0_內湖運動公園,17,3,內湖區,2023-05-28 13:30:42,舊宗路二段/民權東路六段11巷,14,1
789,YouBike2.0_內湖路三段326巷口,15,1,內湖區,2023-05-28 13:41:24,內湖路三段326巷/內湖路三段,14,1
791,YouBike2.0_康寧路三段189巷93弄口,14,3,內湖區,2023-05-28 13:55:25,康寧路三段189巷/康寧路三段189巷93弄,10,1
792,YouBike2.0_中國醫藥大學附設醫院臺北分院,13,0,內湖區,2023-05-28 13:40:13,內湖路二段368號對側,11,1
793,YouBike2.0_康樂抽水站,15,2,內湖區,2023-05-28 12:21:16,東湖路160巷23號,13,1
794,YouBike2.0_環山路三段16巷口,13,0,內湖區,2023-05-28 13:19:04,環山路三段/環山路三段16巷口(東南側),13,1
798,YouBike2.0_康寧路三段99巷17弄口,15,0,內湖區,2023-05-28 13:55:13,康寧路三段99巷19號對側,15,1
801,YouBike2.0_致伸科技大樓,17,2,內湖區,2023-05-28 13:55:26,瑞光路669號旁,15,1
804,YouBike2.0_瑞湖公園,15,2,內湖區,2023-05-28 06:56:15,民權東路六段15巷/民權東路六段19巷,13,1
805,YouBike2.0_台灣世曦大樓,16,2,內湖區,2023-05-28 13:42:15,陽光街323號,13,1
807,YouBike2.0_瑞光路358巷口,14,2,內湖區,2023-05-28 12:12:14,瑞光路/瑞光路358巷,12,1
809,YouBike2.0_世紀經貿,16,2,內湖區,2023-05-28 13:10:24,內湖路一段396號,14,1
815,YouBike2.0_內湖路一段120巷15弄,19,4,內湖區,2023-05-28 08:36:16,內湖路一段120巷15弄8號對側,15,1
816,YouBike2.0_北勢湖環保公園(堤頂大道側),14,1,內湖區,2023-05-28 12:35:04,堤頂大道二段501號前,13,1
817,YouBike2.0_達爾文大樓,15,2,內湖區,2023-05-28 13:50:23,洲子街61號,13,1
818,YouBike2.0_承德路七段304巷口,20,2,北投區,2023-05-28 13:29:14,承德路七段306-308號(前),15,1
820,YouBike2.0_榮華二明德路口,30,1,北投區,2023-05-28 13:51:04,明德路212號(榮華二路側人行道),29,1
822,YouBike2.0_文林建民路口,20,2,北投區,2023-05-28 13:54:17,文林北路214-216號(前),18,1
823,YouBike2.0_永欣綠地,25,0,北投區,2023-05-28 13:45:04,行義路10巷2號(旁),25,1
829,YouBike2.0_捷運關渡站(2號出口),14,4,北投區,2023-05-28 13:57:16,捷運關渡站2號出口外人行道,10,1
834,YouBike2.0_豐年公園,20,3,北投區,2023-05-28 11:24:14,大業路529號(對面),17,1
849,YouBike2.0_陽明大學,30,4,北投區,2023-05-28 13:54:17,東華街二段136號(對面),25,1
857,YouBike2.0_承德路七段280巷口,17,4,北投區,2023-05-28 13:56:16,承德路七段260號(前),7,1
859,YouBike2.0_榮富公園,13,3,北投區,2023-05-28 13:59:15,榮華三路2號(旁),10,1
862,YouBike2.0_中央北路四段30巷口,16,0,北投區,2023-05-28 13:58:04,中央北路四段32號(旁),15,1
864,YouBike2.0_捷運新北投站(2號出口),11,0,北投區,2023-05-28 13:59:15,光明路225號(對面),10,1
865,YouBike2.0_復興公園,14,2,北投區,2023-05-28 13:53:16,中和街61號對側,12,1
867,YouBike2.0_承德路七段188巷口,16,0,北投區,2023-05-28 13:27:04,承德路七段192-198號前,15,1
873,YouBike2.0_文化三杏林一路口,17,3,北投區,2023-05-28 13:48:15,杏林一路3號(旁),14,1
874,YouBike2.0_珠海復興一路口,15,4,北投區,2023-05-28 13:25:16,珠海路/復興一路口(東側),11,1
875,YouBike2.0_裕民二路33巷,15,4,北投區,2023-05-28 13:58:15,裕民二路33巷/裕民六路(西北側),11,1
876,YouBike2.0_新奇岩社會住宅,12,0,北投區,2023-05-28 13:50:12,磺港路269-271號(旁),10,1
878,YouBike2.0_奇岩4號綠地,12,2,北投區,2023-05-28 13:57:16,三合街一段79巷16號(對面),9,1
881,YouBike2.0_福星公園,18,2,北投區,2023-05-28 11:43:15,文林北路280號(對側公園),15,1
883,YouBike2.0_豐年公園_1,18,0,北投區,2023-05-28 13:45:04,大業路539號,18,1
884,YouBike2.0_光明溫泉路口,20,1,北投區,2023-05-28 13:43:15,光明路148號對側人行道,19,1
885,YouBike2.0_和信治癌中心醫院,18,2,北投區,2023-05-28 13:15:15,立德路125號,16,1
886,YouBike2.0_致遠新村,15,0,北投區,2023-05-28 06:30:16,秀山路26號(懷遠新村社區入口南側),15,1
887,YouBike2.0_北投公園露天溫泉,15,4,北投區,2023-05-28 13:01:16,中山路6號西側(北投溪木道西側),11,1
888,YouBike2.0_中和街493巷9弄口,16,1,北投區,2023-05-28 13:56:04,中和街493巷9弄2號對側,15,1
890,YouBike2.0_石牌立農街口,29,2,北投區,2023-05-28 13:42:15,石牌路二段/立農街二段口,27,1
891,YouBike2.0_捷運唭哩岸站(1號出口),20,3,北投區,2023-05-28 13:42:15,捷運唭哩岸站一(東華) 公車亭對側人行道,17,1
893,YouBike2.0_捷運忠義站(2號出口),20,0,北投區,2023-05-28 12:21:04,捷運忠義站(2號出口)無障礙坡道旁,20,1
896,YouBike2.0_華固創富中心,15,3,北投區,2023-05-28 12:46:14,承德路六段120號(北側地下室車道旁),12,1
899,YouBike2.0_捷運松山站(4號出口),19,0,松山區,2023-05-28 13:49:04,八德路四段742號,19,1
907,YouBike2.0_西松高中,14,0,松山區,2023-05-28 13:50:12,健康路325巷5弄5號(前),13,1
908,YouBike2.0_民權復興路口,27,2,松山區,2023-05-28 13:57:16,民權東路三段119號(前),25,1
909,YouBike2.0_民福三號綠地,15,2,松山區,2023-05-28 13:43:15,民族東路712號(對面),13,1
912,YouBike2.0_松基公園,20,4,松山區,2023-05-28 13:47:15,長春路432號(對面),16,1
913,YouBike2.0_三民路166巷口,12,2,松山區,2023-05-28 13:58:15,三民路166巷1號(對面),10,1
916,YouBike2.0_臺北市藝文推廣處,45,0,松山區,2023-05-28 13:45:04,八德路三段25號(前),45,1
919,YouBike2.0_民權運動公園,21,4,松山區,2023-05-28 13:51:16,民權東路四段/新中街口(西南側),17,1
922,YouBike2.0_三民公園,22,3,松山區,2023-05-28 13:43:15,撫遠街298號對側公園,19,1
923,YouBike2.0_八德路三段74巷口,17,1,松山區,2023-05-28 13:43:04,八德路三段74巷95號南側,16,1
924,YouBike2.0_八德路三段8巷口,15,2,松山區,2023-05-28 13:55:26,市民大道四段123號,13,1
925,YouBike2.0_三軍總醫院(松山分院),44,2,松山區,2023-05-28 13:46:16,光復北路/光復北路190巷口(東南側),41,1
926,YouBike2.0_平安新城,16,4,松山區,2023-05-28 13:59:15,延壽街356巷/延壽街330巷16弄(東北側),12,1
927,YouBike2.0_健康社會住宅,20,0,松山區,2023-05-28 13:56:04,健康路305號(前),18,1
930,YouBike2.0_光復南路22巷口,29,4,松山區,2023-05-28 13:57:16,光復南路19號西側,24,1
931,YouBike2.0_光復南路58巷,12,0,松山區,2023-05-28 13:42:04,光復南路58巷11號東側,12,1
932,YouBike2.0_松山新城,14,2,松山區,2023-05-28 13:59:15,健康路78號(對面),12,1
935,YouBike2.0_民生立體停車場,20,3,松山區,2023-05-28 13:58:15,民生東路五段84號前,16,1
939,YouBike2.0_中崙福成宮,27,0,松山區,2023-05-28 13:42:04,市民大道四段73號前,26,1
948,YouBike2.0_民權東路三段106巷口,22,4,松山區,2023-05-28 13:58:15,民權東路三段102號前,16,1
951,YouBike2.0_寶清公園,13,3,松山區,2023-05-28 13:55:26,寶清街/寶清街30巷(北側),10,1
952,YouBike2.0_西松公園,11,0,松山區,2023-05-28 13:19:04,健康路/南京東路五段251巷50弄(西側),10,1
953,YouBike2.0_長壽公園,15,2,松山區,2023-05-28 13:55:26,健康路174號(旁),13,1
954,YouBike2.0_復源公園,14,4,松山區,2023-05-28 13:44:15,八德路三段106巷62號(對面),8,1
955,YouBike2.0_南京東路四段179巷口,13,0,松山區,2023-05-28 13:58:05,南京東路四段163號(前),13,1
956,YouBike2.0_臺北田徑場(北寧路側),24,0,松山區,2023-05-28 13:57:04,八德路三段25號前,24,1
957,YouBike2.0_西松高中(健康路325巷),31,0,松山區,2023-05-28 13:38:04,健康路325巷 / 健康路325巷12弄口(東北側),31,1
962,YouBike2.0_敦化八德路口,20,3,松山區,2023-05-28 13:51:16,敦化南路一段/八德路二段(西南側),17,1
963,YouBike2.0_新東街51巷口,23,2,松山區,2023-05-28 13:55:26,三民路 / 新東街51巷口(東側),21,1
964,YouBike2.0_八德立體停車場,16,2,松山區,2023-05-28 13:58:15,八德路/松信路(西南側),14,1
965,YouBike2.0_長春慶城街口,16,0,松山區,2023-05-28 13:59:15,長春路431號前,16,1
966,YouBike2.0_八德路四段652巷口,20,2,松山區,2023-05-28 13:56:16,八德路四段650號南側,18,1
971,YouBike2.0_民生復興路口,17,3,松山區,2023-05-28 13:58:15,民生東路三段/復興北路(東南側),14,1
972,YouBike2.0_市民延吉街口,30,0,松山區,2023-05-28 13:56:04,市民大道/延吉街(市民大道橋下空地),30,1
973,YouBike2.0_龍城市場,15,1,松山區,2023-05-28 13:59:15,光復北路190巷35號對側,13,1
975,YouBike2.0_塔悠基隆路口(麥帥一橋下),20,4,松山區,2023-05-28 13:56:16,南京東路五段386號前,14,1
976,YouBike2.0_五常街370巷,11,0,松山區,2023-05-28 13:03:04,五常街370巷8號,11,1
980,YouBike2.0_忠孝東路六段225巷口,35,2,南港區,2023-05-28 13:58:15,忠孝東路六段219號,33,1
985,YouBike2.0_玉成公園,26,0,南港區,2023-05-28 13:57:04,玉成街247號對側,26,1
990,YouBike2.0_中研公園,40,2,南港區,2023-05-28 13:58:15,研究院路二段12巷58弄9號西側,38,1
991,YouBike2.0_福山公園,20,2,南港區,2023-05-28 13:58:15,福山街44巷27號東南側,18,1
992,YouBike2.0_舊莊區民活動中心,18,1,南港區,2023-05-28 13:46:16,舊莊街一段91巷11號西南側,17,1
994,YouBike2.0_市民大道八段532號,15,3,南港區,2023-05-28 13:22:14,市民大道八段532號北側,12,1
997,YouBike2.0_興中立體停車場(興中路),26,4,南港區,2023-05-28 13:47:15,興中路44巷1號東側,22,1
1000,YouBike2.0_向陽南港路口,21,1,南港區,2023-05-28 13:49:16,向陽路49號北側,19,1
1002,YouBike2.0_捷運南港站(2號出口),14,3,南港區,2023-05-28 13:45:16,忠孝東路七段380號(2號出口),11,1
1003,YouBike2.0_捷運南港站(1號出口),20,1,南港區,2023-05-28 13:34:15,忠孝東路七段380號(1號出口),19,1
1007,YouBike2.0_南港加壓站,24,4,南港區,2023-05-28 13:49:16,研究院路二段3巷1號西側,19,1
1016,YouBike2.0_新新公園(昆陽街60巷),20,1,南港區,2023-05-28 13:44:15,南港路三段47巷8號南側,19,1
1017,YouBike2.0_南港高中(昆陽街),14,1,南港區,2023-05-28 13:42:15,昆陽街58號東側,12,1
1018,YouBike2.0_南港路三段290巷口,20,3,南港區,2023-05-28 13:38:15,南港路三段314巷20號,16,1
1021,YouBike2.0_八德中坡路口,26,1,南港區,2023-05-28 13:58:15,八德路四段873號,25,1
1022,YouBike2.0_捷運後山埤站(3號出口),12,0,南港區,2023-05-15 07:23:15,玉成街150號,12,0
1023,YouBike2.0_玉成公園運動中心,15,0,南港區,2023-05-28 13:44:04,中坡南路19號,15,1
1026,YouBike2.0_園區重陽路口,13,3,南港區,2023-05-28 13:56:16,重陽路458號西側,10,1
1029,YouBike2.0_南港抽水站,13,0,南港區,2023-05-28 11:01:04,重陽路505號,13,1
1030,YouBike2.0_經貿公園,20,4,南港區,2023-05-28 12:59:14,經園街58號北側,16,1
1031,YouBike2.0_育成高中,20,0,南港區,2023-05-28 13:25:04,惠民街71號西側,20,1
1033,YouBike2.0_力行橋(南港),18,0,南港區,2023-05-28 13:43:04,研究院路一段101巷16弄2號南側,18,1
1034,YouBike2.0_舊莊國小(舊莊街一段),15,0,南港區,2023-05-28 13:58:15,舊莊街一段/舊莊街一段145巷口,15,1
1039,YouBike2.0_成德綠地,17,3,南港區,2023-05-28 13:43:15,東新街65號東南側,14,1
1043,YouBike2.0_南港路二段178巷口,18,4,南港區,2023-05-28 13:55:26,南港路二段 / 南港路二段178巷口(北側),13,1
1046,YouBike2.0_玉成公園(成福路178巷口),18,2,南港區,2023-05-28 13:45:16,成福路178巷8號對側,14,1
